"year","zone","type","ratio"
"2012","S01002234","Pre 1991",0
"2013","S01002234","Pre 1991",0
"2013","S01002234","All","62.4"
"2009","S01002234","All","60.9"
"2004","S01002234","All",0
"2012","S01002234","All","61.2"
"2005","S01002234","All",0
"2010","S01002234","All","61.2"
"2006","S01002234","All",0
"2014","S01002234","All","62.3"
"2007","S01002234","All",26
"2011","S01002234","All","61.2"
"2008","S01002234","All","23.6"
"2004","S01002235","Pre 1991",0
"2005","S01002235","Pre 1991",0
"2006","S01002235","Pre 1991",0
"2007","S01002235","Pre 1991",0
"2008","S01002235","Pre 1991",0
"2009","S01002235","Pre 1991",0
"2010","S01002235","Pre 1991",0
"2011","S01002235","Pre 1991",0
"2012","S01002235","Pre 1991",0
"2013","S01002235","Pre 1991",0
"2013","S01002235","All",0
"2009","S01002235","All",0
"2004","S01002235","All",0
"2012","S01002235","All",0
"2005","S01002235","All",0
"2010","S01002235","All",0
"2006","S01002235","All",0
"2014","S01002235","All",0
"2007","S01002235","All",0
"2011","S01002235","All",0
"2008","S01002235","All",0
"2004","S01002236","Pre 1991",0
"2005","S01002236","Pre 1991",0
"2006","S01002236","Pre 1991",0
"2007","S01002236","Pre 1991",0
"2008","S01002236","Pre 1991",0
"2009","S01002236","Pre 1991",0
"2010","S01002236","Pre 1991",0
"2011","S01002236","Pre 1991",0
"2012","S01002236","Pre 1991",0
"2013","S01002236","Pre 1991",0
"2013","S01002236","All",0
"2009","S01002236","All",0
"2004","S01002236","All",0
"2012","S01002236","All",0
"2005","S01002236","All",0
"2010","S01002236","All",0
"2006","S01002236","All",0
"2014","S01002236","All",0
"2007","S01002236","All",0
"2011","S01002236","All",0
"2008","S01002236","All",0
"2004","S01002237","Pre 1991",0
"2005","S01002237","Pre 1991",0
"2006","S01002237","Pre 1991",0
"2007","S01002237","Pre 1991",0
"2008","S01002237","Pre 1991","81.1"
"2009","S01002237","Pre 1991","81.1"
"2010","S01002237","Pre 1991",0
"2011","S01002237","Pre 1991",0
"2012","S01002237","Pre 1991","5.4"
"2013","S01002237","Pre 1991",0
"2013","S01002237","All",0
"2009","S01002237","All","81.1"
"2004","S01002237","All",0
"2012","S01002237","All","5.4"
"2005","S01002237","All",0
"2010","S01002237","All",0
"2006","S01002237","All",0
"2014","S01002237","All",0
"2007","S01002237","All",0
"2011","S01002237","All",0
"2008","S01002237","All","81.1"
"2004","S01002238","Pre 1991",0
"2005","S01002238","Pre 1991",0
"2006","S01002238","Pre 1991",0
"2007","S01002238","Pre 1991",0
"2008","S01002238","Pre 1991",0
"2009","S01002238","Pre 1991",0
"2010","S01002238","Pre 1991",0
"2011","S01002238","Pre 1991",0
"2012","S01002238","Pre 1991",0
"2013","S01002238","Pre 1991",0
"2013","S01002238","All",0
"2009","S01002238","All",0
"2004","S01002238","All",0
"2012","S01002238","All",0
"2005","S01002238","All",0
"2010","S01002238","All",0
"2006","S01002238","All",0
"2014","S01002238","All",0
"2007","S01002238","All",0
"2011","S01002238","All",0
"2008","S01002238","All","96.4"
"2004","S01002239","Pre 1991",0
"2005","S01002239","Pre 1991",0
"2006","S01002239","Pre 1991",0
"2007","S01002239","Pre 1991",0
"2008","S01002239","Pre 1991",0
"2009","S01002239","Pre 1991",0
"2010","S01002239","Pre 1991",0
"2011","S01002239","Pre 1991",0
"2012","S01002239","Pre 1991",0
"2013","S01002239","Pre 1991",0
"2013","S01002239","All",0
"2009","S01002239","All",0
"2004","S01002239","All",0
"2012","S01002239","All",0
"2005","S01002239","All",0
"2010","S01002239","All",0
"2006","S01002239","All",0
"2014","S01002239","All",0
"2007","S01002239","All",0
"2011","S01002239","All",0
"2008","S01002239","All","44.7"
"2004","S01002240","Pre 1991",0
"2005","S01002240","Pre 1991",0
"2006","S01002240","Pre 1991",0
"2007","S01002240","Pre 1991",0
"2008","S01002240","Pre 1991",0
"2009","S01002240","Pre 1991",0
"2010","S01002240","Pre 1991",0
"2011","S01002240","Pre 1991",0
"2012","S01002240","Pre 1991","1.5"
"2013","S01002240","Pre 1991",0
"2013","S01002240","All",100
"2009","S01002240","All",100
"2004","S01002240","All",0
"2012","S01002240","All",100
"2005","S01002240","All",0
"2010","S01002240","All",100
"2006","S01002240","All",0
"2014","S01002240","All",100
"2007","S01002240","All",102
"2011","S01002240","All",100
"2008","S01002240","All",100
"2004","S01002241","Pre 1991",0
"2005","S01002241","Pre 1991",0
"2006","S01002241","Pre 1991",0
"2007","S01002241","Pre 1991",0
"2008","S01002241","Pre 1991",0
"2009","S01002241","Pre 1991",0
"2010","S01002241","Pre 1991",0
"2011","S01002241","Pre 1991",0
"2012","S01002241","Pre 1991",0
"2013","S01002241","Pre 1991",0
"2013","S01002241","All",0
"2009","S01002241","All","26.1"
"2004","S01002241","All",0
"2012","S01002241","All",0
"2005","S01002241","All",0
"2010","S01002241","All","26.1"
"2006","S01002241","All",0
"2014","S01002241","All",0
"2007","S01002241","All","17.6"
"2011","S01002241","All","26.1"
"2008","S01002241","All","26.1"
"2004","S01002242","Pre 1991",0
"2005","S01002242","Pre 1991",0
"2006","S01002242","Pre 1991",0
"2007","S01002242","Pre 1991",0
"2008","S01002242","Pre 1991",0
"2009","S01002242","Pre 1991",0
"2010","S01002242","Pre 1991",0
"2011","S01002242","Pre 1991",0
"2012","S01002242","Pre 1991",0
"2013","S01002242","Pre 1991",0
"2013","S01002242","All",0
"2009","S01002242","All",0
"2004","S01002242","All",0
"2012","S01002242","All",0
"2005","S01002242","All",0
"2010","S01002242","All",0
"2006","S01002242","All",0
"2014","S01002242","All",0
"2007","S01002242","All",0
"2011","S01002242","All",0
"2008","S01002242","All",0
"2004","S01002243","Pre 1991",0
"2005","S01002243","Pre 1991",0
"2006","S01002243","Pre 1991",0
"2007","S01002243","Pre 1991",0
"2008","S01002243","Pre 1991",0
"2009","S01002243","Pre 1991",0
"2010","S01002243","Pre 1991",0
"2011","S01002243","Pre 1991",0
"2012","S01002243","Pre 1991","1.5"
"2013","S01002243","Pre 1991",0
"2013","S01002243","All",100
"2009","S01002243","All","99.7"
"2004","S01002243","All",0
"2012","S01002243","All","99.8"
"2005","S01002243","All",0
"2010","S01002243","All","99.7"
"2006","S01002243","All",0
"2014","S01002243","All",100
"2007","S01002243","All","99.3"
"2011","S01002243","All","99.7"
"2008","S01002243","All","99.7"
"2004","S01002244","Pre 1991",0
"2005","S01002244","Pre 1991",0
"2006","S01002244","Pre 1991",0
"2007","S01002244","Pre 1991",0
"2008","S01002244","Pre 1991",0
"2009","S01002244","Pre 1991",0
"2010","S01002244","Pre 1991",0
"2011","S01002244","Pre 1991",0
"2012","S01002244","Pre 1991",0
"2013","S01002244","Pre 1991",0
"2013","S01002244","All",0
"2009","S01002244","All",0
"2004","S01002244","All",0
"2012","S01002244","All",0
"2005","S01002244","All",0
"2010","S01002244","All",0
"2006","S01002244","All",0
"2014","S01002244","All",0
"2007","S01002244","All",0
"2011","S01002244","All",0
"2008","S01002244","All",0
"2004","S01002245","Pre 1991",0
"2005","S01002245","Pre 1991",0
"2006","S01002245","Pre 1991",0
"2007","S01002245","Pre 1991",0
"2008","S01002245","Pre 1991",0
"2009","S01002245","Pre 1991",0
"2010","S01002245","Pre 1991",0
"2011","S01002245","Pre 1991",0
"2012","S01002245","Pre 1991","0.3"
"2013","S01002245","Pre 1991",0
"2013","S01002245","All",100
"2009","S01002245","All","95.5"
"2004","S01002245","All",0
"2012","S01002245","All",100
"2005","S01002245","All",0
"2010","S01002245","All",96
"2006","S01002245","All",0
"2014","S01002245","All",100
"2007","S01002245","All","84.5"
"2011","S01002245","All",100
"2008","S01002245","All","95.5"
"2004","S01002246","Pre 1991",0
"2005","S01002246","Pre 1991",0
"2006","S01002246","Pre 1991",0
"2007","S01002246","Pre 1991",0
"2008","S01002246","Pre 1991",0
"2009","S01002246","Pre 1991",0
"2010","S01002246","Pre 1991",0
"2011","S01002246","Pre 1991",0
"2012","S01002246","Pre 1991","0.3"
"2013","S01002246","Pre 1991",0
"2013","S01002246","All","76.2"
"2009","S01002246","All","84.5"
"2004","S01002246","All",0
"2012","S01002246","All","84.6"
"2005","S01002246","All",0
"2010","S01002246","All","84.5"
"2006","S01002246","All",0
"2014","S01002246","All","76.2"
"2007","S01002246","All","65.5"
"2011","S01002246","All","84.5"
"2008","S01002246","All","65.9"
"2004","S01002247","Pre 1991",0
"2005","S01002247","Pre 1991",0
"2006","S01002247","Pre 1991",0
"2007","S01002247","Pre 1991",0
"2008","S01002247","Pre 1991",0
"2009","S01002247","Pre 1991",0
"2010","S01002247","Pre 1991",0
"2011","S01002247","Pre 1991",0
"2012","S01002247","Pre 1991",0
"2013","S01002247","Pre 1991",0
"2013","S01002247","All",0
"2009","S01002247","All",0
"2004","S01002247","All",0
"2012","S01002247","All",0
"2005","S01002247","All",0
"2010","S01002247","All",0
"2006","S01002247","All",0
"2014","S01002247","All",0
"2007","S01002247","All",0
"2011","S01002247","All",0
"2008","S01002247","All",0
"2004","S01002248","Pre 1991",0
"2005","S01002248","Pre 1991",0
"2006","S01002248","Pre 1991",0
"2007","S01002248","Pre 1991",0
"2008","S01002248","Pre 1991",0
"2009","S01002248","Pre 1991",0
"2010","S01002248","Pre 1991",0
"2011","S01002248","Pre 1991",0
"2012","S01002248","Pre 1991",0
"2013","S01002248","Pre 1991",0
"2013","S01002248","All",0
"2009","S01002248","All",0
"2004","S01002248","All",0
"2012","S01002248","All",0
"2005","S01002248","All",0
"2010","S01002248","All",0
"2006","S01002248","All",0
"2014","S01002248","All",0
"2007","S01002248","All",0
"2011","S01002248","All",0
"2008","S01002248","All",0
"2004","S01002249","Pre 1991",0
"2005","S01002249","Pre 1991",0
"2006","S01002249","Pre 1991",0
"2007","S01002249","Pre 1991",0
"2008","S01002249","Pre 1991",0
"2009","S01002249","Pre 1991",0
"2010","S01002249","Pre 1991",0
"2011","S01002249","Pre 1991",0
"2012","S01002249","Pre 1991",0
"2013","S01002249","Pre 1991",0
"2013","S01002249","All",0
"2009","S01002249","All",0
"2004","S01002249","All",0
"2012","S01002249","All",0
"2005","S01002249","All",0
"2010","S01002249","All",0
"2006","S01002249","All",0
"2014","S01002249","All",0
"2007","S01002249","All",0
"2011","S01002249","All",0
"2008","S01002249","All",0
"2004","S01002250","Pre 1991",0
"2005","S01002250","Pre 1991",0
"2006","S01002250","Pre 1991",0
"2007","S01002250","Pre 1991",0
"2008","S01002250","Pre 1991",0
"2009","S01002250","Pre 1991",0
"2010","S01002250","Pre 1991",0
"2011","S01002250","Pre 1991",0
"2012","S01002250","Pre 1991",0
"2013","S01002250","Pre 1991",0
"2013","S01002250","All","26.4"
"2009","S01002250","All","28.4"
"2004","S01002250","All",0
"2012","S01002250","All","24.2"
"2005","S01002250","All",0
"2010","S01002250","All","27.5"
"2006","S01002250","All",0
"2014","S01002250","All","26.4"
"2007","S01002250","All",0
"2011","S01002250","All","27.5"
"2008","S01002250","All","28.4"
"2004","S01002251","Pre 1991",0
"2005","S01002251","Pre 1991",0
"2006","S01002251","Pre 1991",0
"2007","S01002251","Pre 1991",0
"2008","S01002251","Pre 1991",0
"2009","S01002251","Pre 1991",0
"2010","S01002251","Pre 1991",0
"2011","S01002251","Pre 1991",0
"2012","S01002251","Pre 1991",0
"2013","S01002251","Pre 1991",0
"2013","S01002251","All",0
"2009","S01002251","All",0
"2004","S01002251","All",0
"2012","S01002251","All",0
"2005","S01002251","All","49.7"
"2010","S01002251","All",0
"2006","S01002251","All","57.8"
"2014","S01002251","All",0
"2007","S01002251","All","59.4"
"2011","S01002251","All",0
"2008","S01002251","All",0
"2004","S01002252","Pre 1991",0
"2005","S01002252","Pre 1991",0
"2006","S01002252","Pre 1991",0
"2007","S01002252","Pre 1991",0
"2008","S01002252","Pre 1991",0
"2009","S01002252","Pre 1991",0
"2010","S01002252","Pre 1991",0
"2011","S01002252","Pre 1991",0
"2012","S01002252","Pre 1991","7.5"
"2013","S01002252","Pre 1991",0
"2013","S01002252","All",0
"2009","S01002252","All","7.9"
"2004","S01002252","All",0
"2012","S01002252","All","7.5"
"2005","S01002252","All",0
"2010","S01002252","All","6.6"
"2006","S01002252","All",0
"2014","S01002252","All",0
"2007","S01002252","All","5.1"
"2011","S01002252","All","6.6"
"2008","S01002252","All","7.9"
"2004","S01002253","Pre 1991",0
"2005","S01002253","Pre 1991",0
"2006","S01002253","Pre 1991",0
"2007","S01002253","Pre 1991",0
"2008","S01002253","Pre 1991",0
"2009","S01002253","Pre 1991",0
"2010","S01002253","Pre 1991",0
"2011","S01002253","Pre 1991",0
"2012","S01002253","Pre 1991",0
"2013","S01002253","Pre 1991",0
"2013","S01002253","All",0
"2009","S01002253","All","10.8"
"2004","S01002253","All",0
"2012","S01002253","All",0
"2005","S01002253","All",0
"2010","S01002253","All","10.8"
"2006","S01002253","All",0
"2014","S01002253","All",0
"2007","S01002253","All","12.4"
"2011","S01002253","All","10.8"
"2008","S01002253","All","10.8"
"2004","S01002254","Pre 1991",0
"2005","S01002254","Pre 1991",0
"2006","S01002254","Pre 1991",0
"2007","S01002254","Pre 1991",0
"2008","S01002254","Pre 1991",0
"2009","S01002254","Pre 1991",0
"2010","S01002254","Pre 1991",0
"2011","S01002254","Pre 1991",0
"2012","S01002254","Pre 1991",0
"2013","S01002254","Pre 1991",0
"2013","S01002254","All","97.7"
"2009","S01002254","All","97.6"
"2004","S01002254","All",0
"2012","S01002254","All","97.6"
"2005","S01002254","All",0
"2010","S01002254","All","97.6"
"2006","S01002254","All",0
"2014","S01002254","All","97.7"
"2007","S01002254","All",98
"2011","S01002254","All","97.6"
"2008","S01002254","All","97.6"
"2004","S01002255","Pre 1991",0
"2005","S01002255","Pre 1991",0
"2006","S01002255","Pre 1991",0
"2007","S01002255","Pre 1991",0
"2008","S01002255","Pre 1991",0
"2009","S01002255","Pre 1991",0
"2010","S01002255","Pre 1991",0
"2011","S01002255","Pre 1991",0
"2012","S01002255","Pre 1991",0
"2013","S01002255","Pre 1991",0
"2013","S01002255","All","6.9"
"2009","S01002255","All","6.3"
"2004","S01002255","All",0
"2012","S01002255","All","6.2"
"2005","S01002255","All",0
"2010","S01002255","All","6.2"
"2006","S01002255","All",0
"2014","S01002255","All","6.9"
"2007","S01002255","All","8.2"
"2011","S01002255","All","6.2"
"2008","S01002255","All","6.3"
"2004","S01002256","Pre 1991",0
"2005","S01002256","Pre 1991",0
"2006","S01002256","Pre 1991",0
"2007","S01002256","Pre 1991",0
"2008","S01002256","Pre 1991",0
"2009","S01002256","Pre 1991",0
"2010","S01002256","Pre 1991",0
"2011","S01002256","Pre 1991",0
"2012","S01002256","Pre 1991",0
"2013","S01002256","Pre 1991",0
"2013","S01002256","All",0
"2009","S01002256","All","27.6"
"2004","S01002256","All",0
"2012","S01002256","All",0
"2005","S01002256","All",0
"2010","S01002256","All",26
"2006","S01002256","All",0
"2014","S01002256","All",0
"2007","S01002256","All","29.9"
"2011","S01002256","All",26
"2008","S01002256","All","27.6"
"2004","S01002257","Pre 1991",0
"2005","S01002257","Pre 1991",0
"2006","S01002257","Pre 1991",0
"2007","S01002257","Pre 1991",0
"2008","S01002257","Pre 1991",0
"2009","S01002257","Pre 1991",0
"2010","S01002257","Pre 1991",0
"2011","S01002257","Pre 1991",0
"2012","S01002257","Pre 1991",0
"2013","S01002257","Pre 1991",0
"2013","S01002257","All","69.3"
"2009","S01002257","All","77.1"
"2004","S01002257","All",0
"2012","S01002257","All","66.7"
"2005","S01002257","All",0
"2010","S01002257","All","76.8"
"2006","S01002257","All",0
"2014","S01002257","All","69.3"
"2007","S01002257","All",0
"2011","S01002257","All","76.8"
"2008","S01002257","All","77.1"
"2004","S01002258","Pre 1991",0
"2005","S01002258","Pre 1991",0
"2006","S01002258","Pre 1991",0
"2007","S01002258","Pre 1991",0
"2008","S01002258","Pre 1991",0
"2009","S01002258","Pre 1991",0
"2010","S01002258","Pre 1991",0
"2011","S01002258","Pre 1991",0
"2012","S01002258","Pre 1991",0
"2013","S01002258","Pre 1991",0
"2013","S01002258","All","4.1"
"2009","S01002258","All","3.2"
"2004","S01002258","All",0
"2012","S01002258","All","3.4"
"2005","S01002258","All",0
"2010","S01002258","All","3.4"
"2006","S01002258","All",0
"2014","S01002258","All","4.4"
"2007","S01002258","All","4.2"
"2011","S01002258","All","3.4"
"2008","S01002258","All","3.2"
"2004","S01002259","Pre 1991",0
"2005","S01002259","Pre 1991",0
"2006","S01002259","Pre 1991",0
"2007","S01002259","Pre 1991",0
"2008","S01002259","Pre 1991",0
"2009","S01002259","Pre 1991",0
"2010","S01002259","Pre 1991",0
"2011","S01002259","Pre 1991",0
"2012","S01002259","Pre 1991",0
"2013","S01002259","Pre 1991",0
"2013","S01002259","All","21.1"
"2009","S01002259","All","20.7"
"2004","S01002259","All","45.1"
"2012","S01002259","All","20.5"
"2005","S01002259","All","45.1"
"2010","S01002259","All","20.5"
"2006","S01002259","All","19.8"
"2014","S01002259","All","21.1"
"2007","S01002259","All","20.1"
"2011","S01002259","All","20.5"
"2008","S01002259","All",100
"2004","S01002260","Pre 1991",0
"2005","S01002260","Pre 1991",0
"2006","S01002260","Pre 1991",0
"2007","S01002260","Pre 1991",0
"2008","S01002260","Pre 1991",0
"2009","S01002260","Pre 1991",0
"2010","S01002260","Pre 1991",0
"2011","S01002260","Pre 1991",0
"2012","S01002260","Pre 1991",0
"2013","S01002260","Pre 1991",0
"2013","S01002260","All",72
"2009","S01002260","All","72.7"
"2004","S01002260","All",0
"2012","S01002260","All","72.7"
"2005","S01002260","All",0
"2010","S01002260","All","72.7"
"2006","S01002260","All",0
"2014","S01002260","All","67.1"
"2007","S01002260","All",0
"2011","S01002260","All","72.7"
"2008","S01002260","All","72.7"
"2004","S01002261","Pre 1991",0
"2005","S01002261","Pre 1991",0
"2006","S01002261","Pre 1991",0
"2007","S01002261","Pre 1991",0
"2008","S01002261","Pre 1991",0
"2009","S01002261","Pre 1991",0
"2010","S01002261","Pre 1991",0
"2011","S01002261","Pre 1991",0
"2012","S01002261","Pre 1991",5
"2013","S01002261","Pre 1991",0
"2013","S01002261","All",64
"2009","S01002261","All","68.6"
"2004","S01002261","All","30.5"
"2012","S01002261","All",64
"2005","S01002261","All","30.5"
"2010","S01002261","All","68.3"
"2006","S01002261","All","12.8"
"2014","S01002261","All",64
"2007","S01002261","All","13.1"
"2011","S01002261","All","68.3"
"2008","S01002261","All","94.4"
"2004","S01002262","Pre 1991",0
"2005","S01002262","Pre 1991",0
"2006","S01002262","Pre 1991",0
"2007","S01002262","Pre 1991",0
"2008","S01002262","Pre 1991",0
"2009","S01002262","Pre 1991",0
"2010","S01002262","Pre 1991",0
"2011","S01002262","Pre 1991",0
"2012","S01002262","Pre 1991","1.2"
"2013","S01002262","Pre 1991",0
"2013","S01002262","All",0
"2009","S01002262","All",0
"2004","S01002262","All",0
"2012","S01002262","All","1.2"
"2005","S01002262","All",0
"2010","S01002262","All",0
"2006","S01002262","All",0
"2014","S01002262","All",0
"2007","S01002262","All",0
"2011","S01002262","All",0
"2008","S01002262","All",0
"2004","S01002263","Pre 1991",0
"2005","S01002263","Pre 1991",0
"2006","S01002263","Pre 1991",0
"2007","S01002263","Pre 1991",0
"2008","S01002263","Pre 1991",0
"2009","S01002263","Pre 1991",0
"2010","S01002263","Pre 1991",0
"2011","S01002263","Pre 1991",0
"2012","S01002263","Pre 1991","0.8"
"2013","S01002263","Pre 1991",0
"2013","S01002263","All",33
"2009","S01002263","All","35.8"
"2004","S01002263","All",0
"2012","S01002263","All","37.5"
"2005","S01002263","All",0
"2010","S01002263","All","36.9"
"2006","S01002263","All",0
"2014","S01002263","All",33
"2007","S01002263","All","14.1"
"2011","S01002263","All","36.9"
"2008","S01002263","All","35.8"
"2004","S01002264","Pre 1991",0
"2005","S01002264","Pre 1991",0
"2006","S01002264","Pre 1991",0
"2007","S01002264","Pre 1991",0
"2008","S01002264","Pre 1991",0
"2009","S01002264","Pre 1991",0
"2010","S01002264","Pre 1991",0
"2011","S01002264","Pre 1991",0
"2012","S01002264","Pre 1991",0
"2013","S01002264","Pre 1991",0
"2013","S01002264","All",100
"2009","S01002264","All",100
"2004","S01002264","All",0
"2012","S01002264","All",100
"2005","S01002264","All",0
"2010","S01002264","All",100
"2006","S01002264","All",0
"2014","S01002264","All",100
"2007","S01002264","All",0
"2011","S01002264","All",100
"2008","S01002264","All",100
"2004","S01002265","Pre 1991",0
"2005","S01002265","Pre 1991",0
"2006","S01002265","Pre 1991",0
"2007","S01002265","Pre 1991",0
"2008","S01002265","Pre 1991",0
"2009","S01002265","Pre 1991",0
"2010","S01002265","Pre 1991",0
"2011","S01002265","Pre 1991",0
"2012","S01002265","Pre 1991",0
"2013","S01002265","Pre 1991",0
"2013","S01002265","All",0
"2009","S01002265","All",0
"2004","S01002265","All",0
"2012","S01002265","All",0
"2005","S01002265","All",0
"2010","S01002265","All",0
"2006","S01002265","All",0
"2014","S01002265","All",0
"2007","S01002265","All",0
"2011","S01002265","All",0
"2008","S01002265","All",0
"2004","S01002266","Pre 1991",0
"2005","S01002266","Pre 1991",0
"2006","S01002266","Pre 1991",0
"2007","S01002266","Pre 1991",0
"2008","S01002266","Pre 1991",0
"2009","S01002266","Pre 1991",0
"2010","S01002266","Pre 1991",0
"2011","S01002266","Pre 1991",0
"2012","S01002266","Pre 1991",0
"2013","S01002266","Pre 1991",0
"2013","S01002266","All",0
"2009","S01002266","All",0
"2004","S01002266","All",0
"2012","S01002266","All",0
"2005","S01002266","All",0
"2010","S01002266","All",0
"2006","S01002266","All",0
"2014","S01002266","All",0
"2007","S01002266","All",0
"2011","S01002266","All",0
"2008","S01002266","All",0
"2004","S01002267","Pre 1991",0
"2005","S01002267","Pre 1991",0
"2006","S01002267","Pre 1991",0
"2007","S01002267","Pre 1991",0
"2008","S01002267","Pre 1991",0
"2009","S01002267","Pre 1991",0
"2010","S01002267","Pre 1991",0
"2011","S01002267","Pre 1991",0
"2012","S01002267","Pre 1991",0
"2013","S01002267","Pre 1991",0
"2013","S01002267","All",0
"2009","S01002267","All","46.8"
"2004","S01002267","All",0
"2012","S01002267","All",0
"2005","S01002267","All",0
"2010","S01002267","All","46.6"
"2006","S01002267","All",0
"2014","S01002267","All",0
"2007","S01002267","All","47.1"
"2011","S01002267","All","46.6"
"2008","S01002267","All","46.8"
"2004","S01002268","Pre 1991",0
"2005","S01002268","Pre 1991",0
"2006","S01002268","Pre 1991",0
"2007","S01002268","Pre 1991",0
"2008","S01002268","Pre 1991",0
"2009","S01002268","Pre 1991",0
"2010","S01002268","Pre 1991",0
"2011","S01002268","Pre 1991",0
"2012","S01002268","Pre 1991",0
"2013","S01002268","Pre 1991",0
"2013","S01002268","All",0
"2009","S01002268","All",0
"2004","S01002268","All",0
"2012","S01002268","All",0
"2005","S01002268","All",0
"2010","S01002268","All",0
"2006","S01002268","All",0
"2014","S01002268","All",0
"2007","S01002268","All",0
"2011","S01002268","All",0
"2008","S01002268","All",0
"2004","S01002269","Pre 1991",0
"2005","S01002269","Pre 1991",0
"2006","S01002269","Pre 1991",0
"2007","S01002269","Pre 1991",0
"2008","S01002269","Pre 1991",0
"2009","S01002269","Pre 1991",0
"2010","S01002269","Pre 1991",0
"2011","S01002269","Pre 1991",0
"2012","S01002269","Pre 1991",0
"2013","S01002269","Pre 1991",0
"2013","S01002269","All",0
"2009","S01002269","All",0
"2004","S01002269","All",0
"2012","S01002269","All",0
"2005","S01002269","All",0
"2010","S01002269","All",0
"2006","S01002269","All",0
"2014","S01002269","All",0
"2007","S01002269","All",0
"2011","S01002269","All",0
"2008","S01002269","All",0
"2004","S01002270","Pre 1991",0
"2005","S01002270","Pre 1991",0
"2006","S01002270","Pre 1991",0
"2007","S01002270","Pre 1991",0
"2008","S01002270","Pre 1991",0
"2009","S01002270","Pre 1991",0
"2010","S01002270","Pre 1991",0
"2011","S01002270","Pre 1991",0
"2012","S01002270","Pre 1991","0.1"
"2013","S01002270","Pre 1991",0
"2013","S01002270","All","7.5"
"2009","S01002270","All","8.5"
"2004","S01002270","All",0
"2012","S01002270","All","8.5"
"2005","S01002270","All",0
"2010","S01002270","All","8.4"
"2006","S01002270","All",0
"2014","S01002270","All","7.6"
"2007","S01002270","All","6.9"
"2011","S01002270","All","8.4"
"2008","S01002270","All","8.5"
"2004","S01002271","Pre 1991",0
"2005","S01002271","Pre 1991",0
"2006","S01002271","Pre 1991",0
"2007","S01002271","Pre 1991",0
"2008","S01002271","Pre 1991",0
"2009","S01002271","Pre 1991",0
"2010","S01002271","Pre 1991",0
"2011","S01002271","Pre 1991",0
"2012","S01002271","Pre 1991",0
"2013","S01002271","Pre 1991",0
"2013","S01002271","All",0
"2009","S01002271","All",0
"2004","S01002271","All",0
"2012","S01002271","All",0
"2005","S01002271","All",0
"2010","S01002271","All",0
"2006","S01002271","All",0
"2014","S01002271","All",0
"2007","S01002271","All",0
"2011","S01002271","All",0
"2008","S01002271","All",0
"2004","S01002272","Pre 1991",0
"2005","S01002272","Pre 1991",0
"2006","S01002272","Pre 1991",0
"2007","S01002272","Pre 1991",0
"2008","S01002272","Pre 1991",0
"2009","S01002272","Pre 1991",0
"2010","S01002272","Pre 1991",0
"2011","S01002272","Pre 1991",0
"2012","S01002272","Pre 1991",0
"2013","S01002272","Pre 1991",0
"2013","S01002272","All",0
"2009","S01002272","All",0
"2004","S01002272","All",0
"2012","S01002272","All",0
"2005","S01002272","All",0
"2010","S01002272","All",0
"2006","S01002272","All",0
"2014","S01002272","All",0
"2007","S01002272","All",0
"2011","S01002272","All",0
"2008","S01002272","All",0
"2004","S01002273","Pre 1991",0
"2005","S01002273","Pre 1991",0
"2006","S01002273","Pre 1991",0
"2007","S01002273","Pre 1991",0
"2008","S01002273","Pre 1991",0
"2009","S01002273","Pre 1991",0
"2010","S01002273","Pre 1991",0
"2011","S01002273","Pre 1991",0
"2012","S01002273","Pre 1991","2.3"
"2013","S01002273","Pre 1991",0
"2013","S01002273","All","73.1"
"2009","S01002273","All","71.4"
"2004","S01002273","All","16.4"
"2012","S01002273","All","71.9"
"2005","S01002273","All",0
"2010","S01002273","All","71.3"
"2006","S01002273","All",0
"2014","S01002273","All","72.9"
"2007","S01002273","All",0
"2011","S01002273","All","71.3"
"2008","S01002273","All","71.4"
"2004","S01002274","Pre 1991",0
"2005","S01002274","Pre 1991",0
"2006","S01002274","Pre 1991",0
"2007","S01002274","Pre 1991",0
"2008","S01002274","Pre 1991",0
"2009","S01002274","Pre 1991",0
"2010","S01002274","Pre 1991",0
"2011","S01002274","Pre 1991",0
"2012","S01002274","Pre 1991",0
"2013","S01002274","Pre 1991",0
"2013","S01002274","All","0.9"
"2009","S01002274","All","1.1"
"2004","S01002274","All",0
"2012","S01002274","All","2.2"
"2005","S01002274","All",0
"2010","S01002274","All","2.2"
"2006","S01002274","All",0
"2014","S01002274","All","0.9"
"2007","S01002274","All",1
"2011","S01002274","All","2.2"
"2008","S01002274","All","1.1"
"2004","S01002275","Pre 1991",0
"2005","S01002275","Pre 1991",0
"2006","S01002275","Pre 1991",0
"2007","S01002275","Pre 1991",0
"2008","S01002275","Pre 1991",0
"2009","S01002275","Pre 1991",0
"2010","S01002275","Pre 1991",0
"2011","S01002275","Pre 1991",0
"2012","S01002275","Pre 1991",0
"2013","S01002275","Pre 1991",0
"2013","S01002275","All",0
"2009","S01002275","All",0
"2004","S01002275","All",0
"2012","S01002275","All",0
"2005","S01002275","All",0
"2010","S01002275","All",0
"2006","S01002275","All",0
"2014","S01002275","All",0
"2007","S01002275","All",0
"2011","S01002275","All",0
"2008","S01002275","All",0
"2004","S01002276","Pre 1991",0
"2005","S01002276","Pre 1991",0
"2006","S01002276","Pre 1991",0
"2007","S01002276","Pre 1991",0
